,v1,v2
3681,ham,hello hello hi lo sorry it ok so long  reply i left mobile t friends in lncster jst got it bk newy im sorry i coldnt mke r bdy  hn
3682,ham,when did i se soc i se it only t home  dnno how  type it in word r
3683,ham,dd sys hrry the hell p
3684,ham,wke me p t  ltgt  m morning
3685,ham,i get ot of clss in bsn in like  ltgt  mintes yo know where dvising is
3686,ham,gret i shoot big lods so get redy
3687,ham,ill meet yo in the lobby
3688,ham,yo still coming night
3689,ham,wht hppen der tell me
3690,ham,sir i m witing for yor cll once free plese cll me
3691,ham,no i m not hving not ny movies in my lpp
3692,ham,i ws bot  do it when i texted i finished  long time go nd showered nd erything
3693,ham,ok im not sre wht time i finish morrow bt i wnn spend the evening with yo cos tht wold be vewy vewy lbly love me xxx
3694,ham,hello s per reqest from  ltgt  rs hs been trnsfered  yo
3695,ham,i m in tirpr  cll yo d
3697,ham,sbt he hd some lck ctches pt down
3698,ham,how i noe did  specify d domin s nsst  still in sch
3699,ham,ohi sked for fn hhtke cre 
3700,ham,shll i get my poch
3701,ham,hey loverboy i love yo  i hd  tell  i look t yor pictre nd che  feel yo between my legs  fck i wnt yo  i need yo  i crve yo 
3702,ham,how is my boy no sweet words left for me this morning  sighs  how goes yo dy my love  did yo strt yor stdying
3703,ham,kent vle lor  wit  me there r
3704,ham,ok very good its ll bot mking tht money
3705,ham,reding gd hbit nn bri hdgi yorge ptisth ertini kno
3706,ham,ight do yo still wnt  get money
3708,ham,okok okthenwhts r dys pln
3709,ham,re yo in wn this is v importnt
3710,ham,sorry p i dont knw who r p
3711,ham,wt  doing there
3712,ham,if i not meeting  ll rite then ill go home lor if  dn feel like comin its ok
3713,ham,oh i will get pid the most otstnding one is for  commercil i did for hsbroin gst they mde s jmp throgh so mny hoops  get pid still not
3714,ham,i m lteso cll yo morrow morningtke cre sweet drems nd memmifyingbye
3715,ham,networking technicl spport ssocite
3716,ham,im gonn rip ot my ters
3717,ham,cool do yo like swimming i hve  pool nd jczzi t my hose
3719,ham,yeh why not is the gng ll redy
3720,ham,blnk is blnk bt wt is blnk lol
3721,ham,im in  movie collect cr oredi
3722,ham,we left lredy we t orchrd now
3724,ham,nothing splwt bt  nd whr r
3725,ham,no chikk nt yet y im free
3726,ham,ldrine rkhesh ex rtm herepls cllrgent
3727,ham,the serch  hppiness is  of d min sorces of nhppiness ccept life the wy it comes  will find hppiness in every moment  live
3728,ham,im t home plese cll
3729,ham,i gess yo cold be s good n excse s ny lol
3730,ham,isnt frnd  necesity in life imgine rself wit  frnd hwd  feel t r colleg wtll  do wth r cell wt bt fnctions thnk bt events espell cred missed mp irritted  wrd it  ll those derloving frnds wthot whom  cnt live i jst did it tkecre goodmorning
3731,ham,gd mrng der hv  nice dy
3732,ham,old orchrd ner niv how bot yo
3733,ham, tcos   rjs brri right
3734,ham,its   get in is tht ok
3735,ham,hows the street where the end of librry wlk is
3736,ham,plz note if nyone clling from  mobile co mp sks   type  ltgt  or  ltgt  do not do so disconnect the cllcoz it iz n ttempt of terrorist  mke se of the sim crd no itz confirmd by noki n morol n hs been verified by cnn ibn
3737,ham,we spped  get ice crem nd will go bck fter
3738,ham,did yo stitch his troser
3739,ham,no d  vijy going  tlk in jy tv
3741,ham,hey im bored so im thinking of  so wt r  doing
3742,ham,nh wednesdy when shold i bring the mini chees bg over
3743,ham,nobody nmes their penis  girls nme this sry doesnt dd p t ll
3744,ham,ight let me know when yore gonn be rond sf
3745,ham,im not she lip synced with shngel
3746,ham, nev tell me how i noe im not t home in d ft wt 
3747,ham, bit of r smile is my hppnss  drop of r ter is my sorrow  prt of r hert is my life  hert like mine wil cre for  forevr s my goodfriend
3749,ham,bzz hey my love  i think of yo nd hope yor dy goes well did yo sleep in  i miss yo bbe i long for the moment we re gether ginloving smile
3750,ham,hh sonds crzy dnno cn thn not
3751,ham,why re  p so erly
3752,ham,y tht one is slow s poo
3754,ham,im on glocesterrod wht re p  lter
3755,ham,yeshere tv is lwys vilble in work plce
3757,ham,lol no och bt wish id styed ot  bit longer
3758,ham,god sked wht is forgiveness  little child gve lovely reply
3759,ham,well join the  ltgt  bs
3760,ham,ws jst bot  sk will keep this one mybe thts why yo didnt get ll the messges we sent yo on glo
3762,ham,ki will send in  ltgt  min
3763,ham,wold me smoking yo ot help s work throgh this difficlt time
3765,ham,yesmm lookin strong
3766,ham,sir goodmorning once free cll me
3767,ham,where re yo cll me
3768,ham,ws gr  see tht messge so when r  leving congrts der wht school nd wt r r plns
3769,ham,love it the girls t the office my wonder why yo re smiling bt sore
3770,ham,hi wlcome bck did wonder if yo got eten by  lion or something nothing mch
3771,ham,does ncle timi help in clering crs
3772,ham,i cme hostel i m going  sleep plz cll me p before clss hrishi
3773,ham,ok bt bg gin
3774,ham,hi yo jst spoke  mneesh v wed like  know if yo were stisfied with the experience reply ll free with yes or no
3775,ham,ok lor msg me b  cll
3777,ham,once  fishrmn woke erly in d mrng it ws very drk he wited  while mp fond  sck fl of snes he strtd throwin thm in d se  pss time tlst he hd js sne sn rose p mp he fond ot tht those r nt snes those were dimonds morldont wke p erly in d mrng good night
3779,ham,then r physics get 
3780,ham,der friends sorry for the lte informtion dy is the birthdy of or loving rprveesh for more detils log on  fce book nd see its his nmber  ltgt  dont miss  delicios tret
3781,ham,how r  going  send it  me
3782,ham,cn yo do online trnsction
3783,ham,der got trin nd set mine lower set
3784,ham,let me know if yo need nything else sld or desert or something how mny beers shll i get
3785,ham,wt r  doing
3786,ham,whore yo re nbelievble
3788,ham,re yo sre yo dont men get here
3789,ham,i love yo  yo know cn yo feel it does it mke yor belly wrm i wish it does my love  i shll meet yo in yor drems hmd  doring kiss
3791,ham,love it i wnt  flood tht pretty pssy with cm
3792,ham,hey re yo ngry with me reply me dr
3793,ham,short bt cte be  good person
3794,ham,lso remember the beds dont come off ever
3795,ham,they hve  thred on the wishlist section of the forms where ppl post nitro reqests strt from the lst pge nd collect from the botm p
3796,ham,for the first time in the hisry need comfort nd lxry re sold t sme price in indi onionrs ltgt  petrolrs ltgt  beerrs ltgt  shesil  ltgt
3797,ham,feb  ltgt  is i love  dy send dis  ll r vled frnds evn me if  comes bck ll gt mrried d person  lv if  ignore dis  will lose r lv  evr
3798,ham,ctlly nvm got hell csh we still on for  ltgt ish
3800,ham,its ok t lest rmnds still rond
3801,ham,no d i m hppy tht we sit gether n
3802,ham,yp song bro no cretive nev test qlity he sid check review online
3803,ham,no dde its not fkemy frnds got money thts y im reffering if  member wit my mil link  vl be credited  ltgt rs nd il be getiing  ltgt rsi cn drw my cc wen it is  ltgt rs
3804,ham,dde while were mkin those weirdy brownies my sister mde wesome cookies i ok pics
3806,ham,pls dont restrict her from eting nythin she likes for the next two dys
3807,ham,mm yo sk him  come its enogh 
3808,ham,t the fnerl home with drey nd dd
3809,ham,ight cn yo text me the ddress
3810,ham,excellent wish we were gether right now
3811,ham,yep then is fine  or  for ice ge
3812,ham,pls i wont belive godnot only jess
3813,ham,cn dnno wt  get  her
3814,ham,not yet chikkk then wt bt tht gy did he spped irritting or msging  
3815,ham,how long does it tke  get it
3816,ham,this is my nmber by vivek
3818,ham,sorry brh jst finished the lst of my exms wht p
3819,ham,i got rrested for possession t i shit yo not  lttimegt  pm
3820,ham,yo re right thogh i cnt give yo the spce yo wnt nd need this is relly strting  become n isse i ws going  sggest setting  definite move otif im still there fter greece bt mybe yo re redy nd shold do it now
3821,ham,jst norml only here 
3822,ham,plese protect yorself from ethrets sib never sks for sensitive informtion like psswordstmsms pin thr emil never shre yor pssword with nybody
3823,ham,i miss yo so mch im so desprte i hve recorded the messge yo left for me the other dy nd listen  it jst  her the sond of yor voice i love yo
3824,ham,hi im lwys online on yhoo nd wold like  cht with yo somedy
3825,ham,goodmorningmy grndfther expiredso m on leve dy
3827,ham,where re yo  wht re yo doing  re yo working on getting the pc  yor moms  did yo find  spot tht it wold work  i need yo
3828,ham,sre ill see if i cn come by in  bit
3829,ham,i gree so i cn sp thinkin bot ipd cn yo plese sk mcho the sme qestion
3830,ham,lets pool or money gether nd by  bnch of lot tickets if we win i get ltgt   get ltgt  del
3831,ham,ok
3832,ham,i hd skd   qestion some hors before its nswer
3833,ham,wtching tv lor nice one then i like lor
3834,ham,im thinking tht chenni forgot  come for ction
3835,ham,then  come n pick me t  r
3836,ham,erly bird ny prchses yet
3837,ham,went  py rent so i hd  go  the bnk  thorise the pyment
3838,ham,erm  ill pick yo p t bot pm thtll give enogh time  get there prk nd tht
3839,ham,hey mte hows  honeydid  ve good holidy gimmi de gossx
3840,ham,howz pinit will come down dydo s i sid ystrdyice nd medicine
3841,ham,chile plese its only   ltdecimlgt  hor drive for me i come down ll the time nd will be sbletting febpril for dition seson
3842,ham,yes mmelife tkes lot of trns yo cn only sit nd try  hold the steering
3843,ham,yeh thts wht i thoght lemme know if nythings goin on lter
3844,ham,mmmm i cnt wit  lick it
3845,ham,pls go there dy  ltgt  i dont wnt ny excses
3847,ham,cn yo plz tell me the ns bslvyl sent vi fllonsmscom
3848,ham, in wn lone
3849,ham,i  m looking forwrd  ll the sex cddling only two more sleeps 
3850,ham,we hve ll ronderso not reqired
3851,ham,no its trekdo  knw dis no ltgt 
3852,ham,dont worry  dy very big lmb ji vl cometil then enjoy btchlor prty
3853,ham,oh y got hip hop open hh i ws thinking cn go for jzz then zoom  cine ctlly night im free leh nd theres  kb lesson night
3855,ham,im ok will do my prt morrow
3856,ham,no bt we fond  diff frm shop  by some cheese on wy bck now cn i cll in
3857,ham,r  still working now
3859,ham,yep i do like the pink frnitre tho
3861,ham,csmer plce i wil cl  sir
3863,ham, pre herted person cn hve  wonderfl smile tht mkes even hisher enemies  feel gilty for being n enemy so ctch the world with yor smile goodmorning mp hve  smiley sndy
3864,ham,thts lrite girl  know gil is nev wrongtke cre sweet nd dont worryc  ltr hnlove yxxx
3865,ham,theoreticlly yeh he cold be ble  come
3866,ham,lright were hooked p where yo gys t
3867,ham,not tht i know of most people p here re still ot of wn
3868,ham,no let me do the mth yor not good t it
3869,ham,oh ok wit  me there my lect hvent finish
3870,ham,yeh my sl gys ot of wn bt therere definitely people rond i know
3871,ham,i m joining dy formllypls keep pryingwill tlk lter
3872,ham,hppy or sd  one thing bot pst is its no more good morning 
3873,ham,no did yo mltimedi messge them or emil
3874,ham,okie bt i scred  sy i ft then  dn wn me lredy
3875,ham,did  get tht messge
3876,ham,sorry sir i will cll yo morrow  senthilhsbc
3877,ham,wht yo need yo hve  person  give n
3878,ham,she left it very vge she jst sid she wold inform the person in cconting bot the delyed rent nd tht i shold discss with the hosing gency bot my renting nother plce bt checking online now nd ll plces rond sc re  ltgt  nd p
3879,ham,hi jn im coming home on fri hey of corse i expect  welcome prty nd lots of presents ill phone  when i get bck lods of love nicky x x x x x x x x x
3880,ham,cn yo plz tell me the ns bslvyl sent vi fllonsmscom
3881,ham,short bt cte be  good person
3882,ham,gmbys hs  specil where   ltgt  cheese pizz is  so i know wht were doin night
3884,ham,like  personl sized or wht
3885,ham,sme im t my gret nts nniversry prty in trpon springs
3886,ham,cb is vilblethey pick p nd drop t door steps
3887,ham,oktke cremm  yo o
3888,ham,nlimited texts limited mintes
3890,ham,no problem we will be spending  lot of qlity time gether
3892,ham,hve yo herd from this week
3894,ham,yes lst  prctice
3896,ham,no thnk yo yove been wonderfl
3897,ham,otherwise hd prt time job ntition
3898,ham, men its confirmed i t they jz sy oni ok then 
3899,ham,okie
3900,ham,tht depends how wold yo like  be treted 
3901,ham,right on brh see yo lter
3902,ham,witing in e cr  my mm lor  leh rech home lredy
3905,ham,went fst sleep dertke cre
3906,ham,no tht jst mens yo hve  ft hed
3907,ham,sonds like  pln crdiff is still here nd still cold im sitting on the rdir
3908,ham,serios wht like proper nged her
3909,ham,shes good she ws wondering if yo wont sy hi bt shes smiling now so how re yo coping with the long distnce
3910,ham,how i noe shes in d cr now lter then c lr im wering shorts
3912,ham,yeh whtever lol
3913,ham,dy is ccept dy ccept me s brother sister lover der best clos lvblefrnd jstfrnd ctefrnd lifprtnr belovd swthert bstfrnd no rply mens enemy
3914,ham,rd  lor i ok then messge  lor
3915,ham,ok c  then
3916,ham,eh r lpp got no sck lei he sy mon mz come gin  tke  look c got  not
3917,ham,no need  ke qi  o bored izzit y sddenly thk of this
3918,ham,i wish i dont think its gonn snow tht mch bt it will be more thn those flrries we slly get tht melt before they hit the grond eek we hvent hd snow since ltgt before i ws even born
3920,ham,do  thing chnge tht sentence in becse i wnt  concentrte in my edctionl creer im leving here
3921,ham,oh relly perform write  pper go   movie nd be home by midnight hh
3922,ham,oky lor will they still let s go  not h coz they will not know  lter we drop or crds in the box right
